1INCH,AAVE
,
,0.19653998217430413
,-2.8647674657299893
,6.838941461009207
,-2.45277420630996
,-3.7254835693444677
,-5.4294406739995305
,4.376391982182626
,-10.371397750038525
,6.6461221034811
,-1.0690412114146786
,-5.939501823971116
,2.4309303906281166
,6.428822358405872
,-4.550233502041623
,4.052461703980748
,9.023879862136885
,2.87678811349088
,-5.809984745223273
,9.362073987765807
,21.83997443000212
,4.865380075026904
,-3.4655570657838863
,-0.4880492713813078
,-3.805489488029723
,6.610839394322232
,7.442612405200433
,-9.972663604780319
,11.620784402947205
,15.422004107935194
,0.3300957685254513
,12.720355276341078
,8.705992576844078
,3.245268008088309
,7.242235493054205
,-7.043560700563834
,5.712475978829157
,-18.576593411057395
,18.364597884653765
,12.707586933614333
,23.52479209420386
,-6.118232081833764
,11.985036843547947
,3.1953723434890335
,4.032649074768457
,-3.4035661836202213
,9.510057446328446
,-4.8156377479056545
,-1.8744588744588842
,3.005385667405336
,27.042404794301667
,21.216883467147984
,8.400545973445839
,-6.454070354932428
,-0.10443346427954081
,3.423718719046409
,-0.06228277605564436
,6.91340568086849
,-0.9483383056432038
,2.0539526770846805
,-6.458895018849942
,-5.26405148438005
,-2.9257021429120122
,-4.8090638358663345
,4.455870740728773
,-2.334150433342985
,-4.937841318266479
,5.294558786767767
,-0.9310970122593631
,-8.769251134299205
,-8.790617737339678
,1.0507578292566544
,-8.08957046888784
,-4.398427740748511
,2.8879271732046075
,6.59128847470245
,8.612229952398387
,1.438514960866799
,1.2422249094344195
,-5.429885963051618
,-1.8600354063587288
,5.8137415214002175
,6.706932948669486
,5.38849865661033
,1.723077485898239
,-8.665454390156723
,0.11295931249861724
,-7.933382497541796
,10.529280933016839
,-8.116687038906944
,-3.3702104836971114
,0.8260257983419672
,3.226302623732047
,-5.092867319330264
,1.545779817271864
,0.44810329160620554
,-0.6929198497503619
,-8.606366807976041
,-1.7470938795183688
,-6.636606718368165
,5.572259359806431
,10.21035782643558
,-2.050305664195884
,-1.1224571109821002
,3.8171937782792487
,4.647758462946028
,1.5503875968992276
,-0.26193172034874035
,9.883285988564005
,-9.696585937165258
,6.47498892848859
,-1.3725660101754134
,-3.781399750483838
,-8.976877542022454
,6.447443092250449
,-3.3786312612246183
-6.2918777578035545,2.53145508506456
-0.959190791768394,1.1303811333164937
-3.151963373833422,6.726365805938372
2.0000000000000018,0.5137038044299436
4.7593582887700325,7.195933419515188
3.6923600476433727,9.20891186527031
-4.414177879881853,-5.393103094063112
11.261802575107293,-3.7728380093240865
-18.021910199043354,-10.180488103017849
-8.808582721626202,-9.55681062775129
3.7151702786377916,4.496235292755912
-0.1791044776119466,-3.0416818972296977
-8.353269537480056,2.846926302080366
-6.765281705460103,-4.363510136073323
-7.722818478768067,-7.763939986120261
1.1378002528444897,9.879458144052089
13.5,16.35728631554216
12.77533039647578,8.55553613067963
8.984375,4.57482835037164
-1.845878136200707,-4.82519879055523
3.1769216724484073,1.4143375448959938
-2.2296938594938864,13.459835774542817
-2.877828054298659,-4.315757366892859
9.560193812896012,7.310434192223636
-10.716108181663541,-13.444285628861486
14.174128405410569,7.306734889898658
10.345402970131822,-5.881705468214571
-0.37804324814759704,-1.664868299980804
13.949605343047967,4.8428790693917145
-5.634740908485414,-1.6090714129778694
-12.845849802371534,-5.589417630321869
6.025267249757049,5.663194420443629
-14.466849984723495,11.397058823529417
